#label,component_name,tag,footprint,vendor
######## resistance ########,,,,
mosfet,TPCP8305,p,,
mosfet,TPCP8306,p,,
## ============================================,,,,
## =============== photo device ===============,,,,
## ============================================,,,,
photo,led,2pin,LED(phi3),
photo,led,2pin,LED(phi5),
photo,led,2pin,LED(1608M),
photo,led,2pin,LED(2012M),
photo,led,2pin,LED(3216M),
photo,led,2pin,LED(3225M),
## =====================================,,,,
## =============== diode ===============,,,,
## =====================================,,,,
d,diode1,recti,,
d,diode2,zener,,
d,diode3,sbd,,
d,diode4,undef,,
##
## General Purpose Rectifier Diode,,,,
##
d,TPC6K01,undef,VS-6,TOSHIBA
d,HMG01,undef,HM-FLAT,TOSHIBA
d,CRG01,recti,S-FLAT,TOSHIBA
d,CRG02,recti,S-FLAT,TOSHIBA
d,CMC02,recti,M-FLAT,TOSHIBA
d,CMG05,recti,M-FLAT,TOSHIBA
d,CMG06,recti,M-FLAT,TOSHIBA
d,CMG07,recti,M-FLAT,TOSHIBA
d,CMG08,recti,M-FLAT,TOSHIBA
d,CRG03,recti,S-FLAT,TOSHIBA
d,CRG04,recti,S-FLAT,TOSHIBA
d,CRG05,recti,S-FLAT,TOSHIBA
d,CRG09,recti,S-FLAT,TOSHIBA
d,CMG02,recti,M-FLAT,TOSHIBA
d,CMG03,recti,M-FLAT,TOSHIBA
##
## S-FRD,,,,
##
d,CMF03,recti,M-FLAT,TOSHIBA
d,CMF04,recti,M-FLAT,TOSHIBA
d,CMF05,recti,M-FLAT,TOSHIBA
d,CRF02,recti,S-FLAT,TOSHIBA
d,CRF03,recti,S-FLAT,TOSHIBA
d,CMF02,recti,M-FLAT,TOSHIBA
d,CMF01,recti,M-FLAT,TOSHIBA
##
## HED,,,,
##
d,CRH02,recti,S-FLAT,TOSHIBA
d,CMH04,recti,M-FLAT,TOSHIBA
d,CMH05A,recti,M-FLAT,TOSHIBA
d,CMH05,recti,M-FLAT,TOSHIBA
d,CRH01,recti,S-FLAT,TOSHIBA
d,CMH07,recti,M-FLAT,TOSHIBA
d,CMH08A,recti,M-FLAT,TOSHIBA
d,CMH08,recti,M-FLAT,TOSHIBA
d,CMH01,recti,M-FLAT,TOSHIBA
d,CMH02A,recti,M-FLAT,TOSHIBA
d,CMH02,recti,M-FLAT,TOSHIBA
d,CLH05,recti,L-FLAT,TOSHIBA
##
## SBD,,,,
##
d,CMS01,sbd,M-FLAT,TOSHIBA
d,CMS03,sbd,M-FLAT,TOSHIBA
d,CMS04,sbd,M-FLAT,TOSHIBA
d,CMS05,sbd,M-FLAT,TOSHIBA
d,CMS06,sbd,M-FLAT,TOSHIBA
d,CMS07,sbd,M-FLAT,TOSHIBA
d,CMS08,sbd,M-FLAT,TOSHIBA
d,CMS09,sbd,M-FLAT,TOSHIBA
d,CMS10I30A,sbd,M-FLAT,TOSHIBA
d,CMS10I40A,sbd,M-FLAT,TOSHIBA
d,CMS10,sbd,M-FLAT,TOSHIBA
d,CMS11,sbd,M-FLAT,TOSHIBA
d,CMS14,sbd,M-FLAT,TOSHIBA
d,CMS15I40A,sbd,M-FLAT,TOSHIBA
d,CMS15,sbd,M-FLAT,TOSHIBA
d,CMS16,sbd,M-FLAT,TOSHIBA
d,CMS17,sbd,M-FLAT,TOSHIBA
d,CMS20I30A,sbd,M-FLAT,TOSHIBA
d,CMS20I40A,sbd,M-FLAT,TOSHIBA
d,CMS30I30A,sbd,M-FLAT,TOSHIBA
d,CMS30I40A,sbd,M-FLAT,TOSHIBA
d,CRS01,sbd,S-FLAT,TOSHIBA
d,CRS03,sbd,S-FLAT,TOSHIBA
d,CRS04,sbd,S-FLAT,TOSHIBA
d,CRS05,sbd,S-FLAT,TOSHIBA
d,CRS06,sbd,S-FLAT,TOSHIBA
d,CRS08,sbd,S-FLAT,TOSHIBA
d,CRS09,sbd,S-FLAT,TOSHIBA
d,CRS10I30A,sbd,S-FLAT,TOSHIBA
d,CRS10I30B,sbd,S-FLAT,TOSHIBA
d,CRS11,sbd,S-FLAT,TOSHIBA
d,CRS12,sbd,S-FLAT,TOSHIBA
d,CRS13,sbd,S-FLAT,TOSHIBA
d,CRS14,sbd,S-FLAT,TOSHIBA
d,CRS15I30A,sbd,S-FLAT,TOSHIBA
d,CRS15,sbd,S-FLAT,TOSHIBA
d,CUS01,sbd,US-FLAT,TOSHIBA
d,CUS02,sbd,US-FLAT,TOSHIBA
d,CUS03,sbd,US-FLAT,TOSHIBA
d,CUS04,sbd,US-FLAT,TOSHIBA
d,CUS05,sbd,US-FLAT,TOSHIBA
d,CUS06,sbd,US-FLAT,TOSHIBA
d,CUS10I30A,sbd,US-FLAT,TOSHIBA
d,CUS15I30A,sbd,US-FLAT,TOSHIBA
##
## SBD for small-signal,,,,
##
d,1SS294,sbd,S-Mini,TOSHIBA
d,1SS319,sbd,SMQ,TOSHIBA
d,1SS321,sbd,S-Mini,TOSHIBA
d,1SS322,sbd,USM,TOSHIBA
d,1SS357,sbd,USC,TOSHIBA
d,1SS367,sbd,USC,TOSHIBA
d,1SS372,sbd,USM,TOSHIBA
d,1SS374,sbd,S-Mini,TOSHIBA
d,1SS377,sbd,S-Mini,TOSHIBA
d,1SS378,sbd,USM,TOSHIBA
d,1SS383,sbd,USQ,TOSHIBA
d,1SS384,sbd,USQ,TOSHIBA
d,1SS385FV,sbd,VESM,TOSHIBA
d,1SS385,sbd,SSM,TOSHIBA
d,1SS388,sbd,ESC,TOSHIBA
d,1SS389,sbd,ESC,TOSHIBA
d,1SS391,sbd,SMQ,TOSHIBA
d,1SS392,sbd,S-Mini,TOSHIBA
d,1SS393,sbd,USM,TOSHIBA
d,1SS394,sbd,S-Mini,TOSHIBA
d,1SS395,sbd,USM,TOSHIBA
d,1SS396,sbd,S-Mini,TOSHIBA
d,1SS401,sbd,USM,TOSHIBA
d,1SS402,sbd,USQ,TOSHIBA
d,1SS404,sbd,USC,TOSHIBA
d,1SS405,sbd,ESC,TOSHIBA
d,1SS406,sbd,USC,TOSHIBA
d,1SS413,sbd,fSC,TOSHIBA
d,1SS416CT,sbd,CST2,TOSHIBA
d,1SS416,sbd,fSC,TOSHIBA
d,1SS417CT,sbd,CST2,TOSHIBA
d,1SS417,sbd,fSC,TOSHIBA
d,1SS420CT,sbd,CST2,TOSHIBA
d,1SS420,sbd,ESC,TOSHIBA
d,1SS421,sbd,ESC,TOSHIBA
d,1SS422,sbd,SSM,TOSHIBA
d,1SS423,sbd,SSM,TOSHIBA
d,1SS424,sbd,ESC,TOSHIBA
d,CBS05F30,sbd,CST2B,TOSHIBA
d,CCS15S30,sbd,CST2C,TOSHIBA
d,CES388,sbd,ESC,TOSHIBA
d,CES520,sbd,ESC,TOSHIBA
d,CES521,sbd,ESC,TOSHIBA
d,CTS520,sbd,CST2,TOSHIBA
d,CTS521,sbd,CST2,TOSHIBA
d,CUS05F30,sbd,USC,TOSHIBA
d,CUS08F30,sbd,USC,TOSHIBA
d,CUS10F30,sbd,USC,TOSHIBA
d,CUS15S30,sbd,USC,TOSHIBA
d,CUS357,sbd,USC,TOSHIBA
d,CUS520,sbd,USC,TOSHIBA
d,CUS521,sbd,USC,TOSHIBA
d,CUS551V30,sbd,USC,TOSHIBA
d,CVJ10F30,sbd,UFV,TOSHIBA
d,DSF01S30SC,sbd,SC2,TOSHIBA
d,DSF05S30CTB,sbd,CST2B,TOSHIBA
d,DSF05S30U,sbd,USC,TOSHIBA
d,DSF521,sbd,ESC,TOSHIBA
d,DSR01S30SC,sbd,SC2,TOSHIBA
d,DSR520CT,sbd,CST2,TOSHIBA
d,DSR520,sbd,ESC,TOSHIBA
d,HN2S01FU,sbd,US6,TOSHIBA
d,HN2S01F,sbd,SM6,TOSHIBA
d,HN2S02FU,sbd,US6,TOSHIBA
d,HN2S02JE,sbd,ESV,TOSHIBA
d,HN2S03FE,sbd,ES6,TOSHIBA
d,HN2S03FU,sbd,US6,TOSHIBA
d,HN2S03T,sbd,TESQ,TOSHIBA
d,HN2S04FU,sbd,US6,TOSHIBA
d,HN2S05FU,sbd,US6,TOSHIBA
##
## SBD for high frequency,,,,
##
d,1SS154,sbd,S-Mini,TOSHIBA
d,1SS271,sbd,S-Mini,TOSHIBA
d,1SS295,sbd,S-Mini,TOSHIBA
d,1SS315,sbd,USC,TOSHIBA
d,JDH2S01FS,sbd,fSC,TOSHIBA
d,JDH2S02FS,sbd,fSC,TOSHIBA
d,JDH2S02SC,sbd,SC2,TOSHIBA
d,JDH3D01FV,sbd,VESM,TOSHIBA
d,JDH3D01S,sbd,SSM,TOSHIBA
##
## Zener
##
d,CRY62,zener,S-FLAT,TOSHIBA
d,CRY68,zener,S-FLAT,TOSHIBA
d,CRY75,zener,S-FLAT,TOSHIBA
d,CRY82,zener,S-FLAT,TOSHIBA
d,CRY91,zener,S-FLAT,TOSHIBA
d,CRZ10,zener,S-FLAT,TOSHIBA
d,CRZ11,zener,S-FLAT,TOSHIBA
d,CMZ12,zener,M-FLAT,TOSHIBA
d,CMZB12,zener,M-FLAT,TOSHIBA
d,CRZ12,zener,S-FLAT,TOSHIBA
d,CMZ13,zener,M-FLAT,TOSHIBA
d,CMZB13,zener,M-FLAT,TOSHIBA
d,CRZ13,zener,S-FLAT,TOSHIBA
d,CMZ15,zener,M-FLAT,TOSHIBA
d,CMZB15,zener,M-FLAT,TOSHIBA
d,CRZ15,zener,S-FLAT,TOSHIBA
d,CMZ16,zener,M-FLAT,TOSHIBA
d,CMZB16,zener,M-FLAT,TOSHIBA
d,CRZ16,zener,S-FLAT,TOSHIBA
d,CMZ18,zener,M-FLAT,TOSHIBA
d,CMZB18,zener,M-FLAT,TOSHIBA
d,CRZ18,zener,S-FLAT,TOSHIBA
d,CMZ20,zener,M-FLAT,TOSHIBA
d,CMZB20,zener,M-FLAT,TOSHIBA
d,CRZ20,zener,S-FLAT,TOSHIBA
d,CMZ22,zener,M-FLAT,TOSHIBA
d,CMZB22,zener,M-FLAT,TOSHIBA
d,CRZ22,zener,S-FLAT,TOSHIBA
d,CMZ24,zener,M-FLAT,TOSHIBA
d,CMZB24,zener,M-FLAT,TOSHIBA
d,CRZ24,zener,S-FLAT,TOSHIBA
d,CMZ27,zener,M-FLAT,TOSHIBA
d,CMZB27,zener,M-FLAT,TOSHIBA
d,CRZ27,zener,S-FLAT,TOSHIBA
d,CMZ30,zener,M-FLAT,TOSHIBA
d,CMZB30,zener,M-FLAT,TOSHIBA
d,CRZ30,zener,S-FLAT,TOSHIBA
d,CMZ33,zener,M-FLAT,TOSHIBA
d,CMZB33,zener,M-FLAT,TOSHIBA
d,CRZ33,zener,S-FLAT,TOSHIBA
d,CMZ36,zener,M-FLAT,TOSHIBA
d,CMZB36,zener,M-FLAT,TOSHIBA
d,CRZ36,zener,S-FLAT,TOSHIBA
d,CMZ39,zener,M-FLAT,TOSHIBA
d,CMZB39,zener,M-FLAT,TOSHIBA
d,CRZ39,zener,S-FLAT,TOSHIBA
d,CMZ43,zener,M-FLAT,TOSHIBA
d,CMZ47,zener,M-FLAT,TOSHIBA
d,CMZB43,zener,M-FLAT,TOSHIBA
d,CRZ43,zener,S-FLAT,TOSHIBA
d,CMZB47,zener,M-FLAT,TOSHIBA
d,CRZ47,zener,S-FLAT,TOSHIBA
d,CMZ51,zener,M-FLAT,TOSHIBA
d,CMZB51,zener,M-FLAT,TOSHIBA
d,CMZ53,zener,M-FLAT,TOSHIBA
d,CMZB53,zener,M-FLAT,TOSHIBA
d,CMZB68,zener,M-FLAT,TOSHIBA
d,CMZB75,zener,M-FLAT,TOSHIBA
d,CMZB82,zener,M-FLAT,TOSHIBA
d,CMZB100,zener,M-FLAT,TOSHIBA
d,CMZB110,zener,M-FLAT,TOSHIBA
d,CMZB150,zener,M-FLAT,TOSHIBA
d,CMZB180,zener,M-FLAT,TOSHIBA
d,CMZB200,zener,M-FLAT,TOSHIBA
d,CMZB220,zener,M-FLAT,TOSHIBA
d,CMZB240,zener,M-FLAT,TOSHIBA
d,CMZB270,zener,M-FLAT,TOSHIBA
d,CMZB300,zener,M-FLAT,TOSHIBA
d,CMZB330,zener,M-FLAT,TOSHIBA
d,CMZB390,zener,M-FLAT,TOSHIBA
